"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 08, 2015","7,762.25","7,788.25","7,937.75","7,730.90","778.37M","-2.41%"
"Nov 01, 2015","7,954.30","8,054.55","8,116.10","7,926.15","765.44M","-1.38%"
"Oct 25, 2015","8,065.80","8,333.65","8,336.30","8,044.40","924.11M","-2.77%"
"Oct 18, 2015","8,295.45","8,262.55","8,328.10","8,217.15","594.18M","0.70%"
"Oct 11, 2015","8,238.15","8,231.50","8,246.40","8,088.60","832.43M","0.59%"
"Oct 04, 2015","8,189.70","8,005.10","8,232.20","8,005.10","955.67M","3.00%"
"Sep 27, 2015","7,950.90","7,892.80","8,008.25","7,691.20","767.59M","1.05%"
"Sep 20, 2015","7,868.50","7,911.50","8,021.60","7,723.25","659.16M","-1.42%"
"Sep 13, 2015","7,981.90","7,811.10","8,055.00","7,761.85","661.00M","2.47%"
"Sep 06, 2015","7,789.30","7,685.85","7,864.85","7,539.50","844.01M","1.75%"
"Aug 30, 2015","7,655.05","8,009.25","8,043.60","7,626.85","977.02M","-4.34%"
"Aug 23, 2015","8,001.95","8,055.95","8,091.80","7,667.25","1.37B","-3.59%"
"Aug 16, 2015","8,299.95","8,530.50","8,530.60","8,225.05","869.97M","-2.57%"
"Aug 09, 2015","8,518.55","8,577.00","8,621.55","8,337.95","838.05M","-0.54%"
"Aug 02, 2015","8,564.60","8,510.65","8,606.30","8,448.25","778.85M","0.37%"
"Jul 26, 2015","8,532.85","8,492.10","8,548.95","8,321.75","897.78M","0.13%"
"Jul 19, 2015","8,521.55","8,623.90","8,654.75","8,498.65","671.92M","-1.03%"
"Jul 12, 2015","8,609.85","8,397.25","8,642.95","8,355.40","562.94M","2.98%"
"Jul 05, 2015","8,360.55","8,386.15","8,561.35","8,315.40","718.75M","-1.47%"
"Jun 28, 2015","8,484.90","8,247.05","8,497.75","8,195.65","641.97M","1.24%"
"Jun 21, 2015","8,381.10","8,259.30","8,423.15","8,257.40","717.83M","1.90%"
"Jun 14, 2015","8,224.95","7,986.60","8,250.80","7,944.85","722.97M","3.03%"
"Jun 07, 2015","7,982.90","8,124.35","8,163.05","7,940.30","733.51M","-1.62%"
"May 31, 2015","8,114.70","8,417.25","8,467.15","8,056.75","780.52M","-3.78%"
"May 24, 2015","8,433.65","8,438.15","8,443.90","8,270.15","1.03B","-0.30%"
"May 17, 2015","8,458.95","8,284.95","8,489.55","8,271.95","766.64M","2.38%"
"May 10, 2015","8,262.35","8,243.20","8,332.75","8,089.80","824.45M","0.86%"
"May 03, 2015","8,191.50","8,230.05","8,355.65","7,997.15","867.53M","0.12%"
"Apr 26, 2015","8,181.50","8,330.55","8,334.45","8,144.75","798.19M","-1.49%"
"Apr 19, 2015","8,305.25","8,618.80","8,619.95","8,273.35","1.09B","-3.49%"
"Apr 12, 2015","8,606.00","8,801.75","8,844.80","8,596.70","596.19M","-1.99%"
"Apr 05, 2015","8,780.35","8,615.80","8,787.40","8,573.75","758.13M","2.26%"
"Mar 29, 2015","8,586.25","8,390.95","8,603.40","8,380.75","440.70M","2.94%"
"Mar 22, 2015","8,341.40","8,591.55","8,627.75","8,269.15","970.58M","-2.68%"
"Mar 15, 2015","8,570.90","8,656.75","8,788.20","8,553.00","860.71M","-0.89%"
"Mar 08, 2015","8,647.75","8,891.15","8,891.30","8,631.75","871.31M","-3.24%"
"Mar 01, 2015","8,937.75","8,953.85","9,119.20","8,849.35","829.17M","1.05%"
"Feb 22, 2015","8,844.60","8,856.85","8,869.00","8,669.45","919.12M","0.12%"
"Feb 15, 2015","8,833.60","8,831.40","8,913.45","8,793.40","716.37M","0.32%"
"Feb 08, 2015","8,805.50","8,584.40","8,822.10","8,470.50","912.68M","1.67%"
"Feb 01, 2015","8,661.05","8,802.50","8,840.80","8,645.55","982.04M","-1.68%"
"Jan 25, 2015","8,808.90","8,871.35","8,996.60","8,775.10","922.65M","-0.30%"
"Jan 18, 2015","8,835.60","8,550.05","8,866.40","8,531.50","857.75M","3.78%"
"Jan 11, 2015","8,513.80","8,291.35","8,530.75","8,236.65","796.84M","2.77%"
"Jan 04, 2015","8,284.50","8,407.95","8,445.60","8,065.45","751.45M","-1.32%"
"Dec 28, 2014","8,395.45","8,214.70","8,410.60","8,214.70","402.76M","2.37%"
"Dec 21, 2014","8,200.70","8,255.00","8,364.75","8,147.95","568.79M","-0.30%"
"Dec 14, 2014","8,225.20","8,160.75","8,263.45","7,961.35","887.60M","0.01%"
"Dec 07, 2014","8,224.10","8,538.65","8,546.35","8,216.30","718.69M","-3.68%"
"Nov 30, 2014","8,538.30","8,605.10","8,626.95","8,504.65","729.40M","-0.58%"
"Nov 23, 2014","8,588.25","8,490.95","8,617.00","8,429.45","956.01M","1.31%"
"Nov 16, 2014","8,477.35","8,378.40","8,489.80","8,349.10","633.75M","1.04%"
"Nov 09, 2014","8,389.90","8,337.80","8,415.05","8,304.45","652.13M","0.63%"
"Nov 02, 2014","8,337.00","8,348.15","8,365.55","8,290.25","456.14M","0.18%"
"Oct 26, 2014","8,322.20","8,064.35","8,330.75","7,985.65","787.03M","3.84%"
"Oct 19, 2014","8,014.55","7,896.95","8,031.75","7,856.95","510.32M","3.02%"
"Oct 12, 2014","7,779.70","7,831.00","7,928.00","7,723.85","735.41M","-1.02%"
"Oct 05, 2014","7,859.95","7,897.40","7,972.35","7,815.75","550.81M","-1.08%"
"Sep 28, 2014","7,945.55","7,978.45","8,030.90","7,923.85","351.41M","-0.29%"
"Sep 21, 2014","7,968.85","8,084.45","8,159.90","7,841.80","808.23M","-1.88%"
"Sep 14, 2014","8,121.45","8,070.35","8,160.90","7,925.15","626.39M","0.20%"
