"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2015","3,183.15","3,156.07","3,192.72","3,133.13","46.91B","4.27%"
"Sep 27, 2015","3,052.78","3,085.57","3,103.07","3,021.16","46.66B","-1.28%"
"Sep 20, 2015","3,092.35","3,072.09","3,213.48","3,060.86","120.02B","-0.18%"
"Sep 13, 2015","3,097.92","3,221.17","3,229.48","2,983.54","140.01B","-3.20%"
"Sep 06, 2015","3,200.23","3,149.38","3,256.74","3,011.12","142.50B","1.27%"
"Aug 30, 2015","3,160.17","3,203.56","3,207.86","3,019.09","126.80B","-2.23%"
"Aug 23, 2015","3,232.35","3,373.48","3,388.36","2,850.71","199.71B","-7.85%"
"Aug 16, 2015","3,507.74","3,947.84","4,006.34","3,490.54","223.96B","-11.54%"
"Aug 09, 2015","3,965.33","3,786.03","4,000.68","3,775.85","237.70B","5.91%"
"Aug 02, 2015","3,744.20","3,614.99","3,782.35","3,549.50","170.81B","2.20%"
"Jul 26, 2015","3,663.73","3,985.57","4,051.16","3,537.36","236.26B","-10.00%"
"Jul 19, 2015","4,070.91","3,948.42","4,184.45","3,912.80","275.51B","2.87%"
"Jul 12, 2015","3,957.35","3,918.99","4,035.43","3,688.44","288.93B","2.05%"
"Jul 05, 2015","3,877.80","3,975.21","3,975.21","3,373.54","345.36B","5.18%"
"Jun 28, 2015","3,686.92","4,289.77","4,317.05","3,629.56","311.59B","-12.07%"
"Jun 21, 2015","4,192.87","4,471.61","4,720.70","4,139.53","215.45B","-6.37%"
"Jun 14, 2015","4,478.36","5,174.42","5,176.79","4,476.50","268.58B","-13.32%"
"Jun 07, 2015","5,166.35","5,045.69","5,178.19","4,997.48","337.15B","2.85%"
"May 31, 2015","5,023.10","4,633.10","5,051.63","4,615.23","327.58B","8.92%"
"May 24, 2015","4,611.74","4,660.07","4,986.50","4,431.56","346.27B","-0.98%"
"May 17, 2015","4,657.60","4,277.89","4,658.27","4,260.51","245.15B","8.10%"
"May 10, 2015","4,308.69","4,231.27","4,415.63","4,187.82","240.99B","2.44%"
"May 03, 2015","4,205.92","4,441.34","4,488.87","4,099.04","234.08B","-5.31%"
"Apr 26, 2015","4,441.66","4,441.93","4,572.39","4,398.64","248.53B","1.09%"
"Apr 19, 2015","4,393.69","4,301.35","4,444.41","4,188.57","346.78B","2.48%"
"Apr 12, 2015","4,287.30","4,072.72","4,317.22","4,031.24","306.65B","6.27%"
"Apr 05, 2015","4,034.31","3,899.42","4,040.35","3,891.73","225.80B","4.41%"
"Mar 29, 2015","3,863.93","3,710.61","3,864.40","3,710.61","252.62B","4.68%"
"Mar 22, 2015","3,691.10","3,640.10","3,715.87","3,600.70","259.51B","2.04%"
"Mar 15, 2015","3,617.32","3,391.16","3,632.34","3,377.09","251.93B","7.25%"
"Mar 08, 2015","3,372.91","3,224.31","3,391.26","3,198.37","157.60B","4.06%"
"Mar 01, 2015","3,241.19","3,332.72","3,336.76","3,221.67","162.57B","-2.09%"
"Feb 22, 2015","3,310.30","3,256.48","3,324.55","3,202.19","83.38B","1.95%"
"Feb 15, 2015","3,246.91","3,206.14","3,255.73","3,195.88","45.21B","1.34%"
"Feb 08, 2015","3,203.83","3,063.51","3,237.16","3,049.11","102.86B","4.16%"
"Feb 01, 2015","3,075.91","3,148.14","3,251.21","3,052.94","130.10B","-4.19%"
"Jan 25, 2015","3,210.36","3,347.26","3,390.22","3,210.31","152.70B","-4.22%"
"Jan 18, 2015","3,351.76","3,189.73","3,406.79","3,095.07","188.88B","-0.73%"
"Jan 11, 2015","3,376.49","3,258.21","3,400.32","3,191.58","141.54B","2.77%"
"Jan 04, 2015","3,285.41","3,258.63","3,404.83","3,253.88","220.63B","1.57%"
"Dec 28, 2014","3,234.68","3,212.56","3,239.36","3,126.94","131.38B","2.44%"
"Dec 21, 2014","3,157.60","3,129.27","3,189.87","2,934.91","233.16B","1.58%"
"Dec 14, 2014","3,108.60","2,921.45","3,117.53","2,890.90","235.37B","5.80%"
"Dec 07, 2014","2,938.17","2,907.82","3,091.32","2,807.68","276.46B","0.02%"
"Nov 30, 2014","2,937.65","2,691.72","2,978.03","2,665.69","261.98B","9.50%"
"Nov 23, 2014","2,682.83","2,505.53","2,683.18","2,495.52","184.49B","7.88%"
"Nov 16, 2014","2,486.79","2,506.86","2,508.77","2,437.48","98.07B","0.32%"
"Nov 09, 2014","2,478.82","2,436.63","2,508.62","2,428.19","148.11B","2.51%"
"Nov 02, 2014","2,418.17","2,425.22","2,454.42","2,401.75","138.46B","-0.08%"
"Oct 26, 2014","2,420.18","2,293.57","2,423.60","2,279.84","119.49B","5.12%"
"Oct 19, 2014","2,302.28","2,346.05","2,361.65","2,296.66","77.64B","-1.66%"
"Oct 12, 2014","2,341.18","2,366.43","2,389.67","2,312.83","106.10B","-1.40%"
"Oct 05, 2014","2,374.54","2,368.58","2,391.35","2,354.29","66.50B","0.45%"
"Sep 28, 2014","2,363.87","2,353.71","2,365.49","2,346.58","39.40B","0.69%"
"Sep 21, 2014","2,347.72","2,323.55","2,365.15","2,284.38","95.57B","0.78%"
"Sep 14, 2014","2,329.45","2,330.19","2,347.93","2,282.79","109.24B","-0.11%"
"Sep 07, 2014","2,331.95","2,328.43","2,343.59","2,302.77","80.25B","0.24%"
"Aug 31, 2014","2,326.43","2,220.13","2,327.56","2,217.68","94.64B","4.93%"
"Aug 24, 2014","2,217.20","2,241.10","2,241.55","2,193.26","67.59B","-1.05%"
"Aug 17, 2014","2,240.81","2,229.80","2,248.94","2,211.63","83.52B","0.63%"
"Aug 10, 2014","2,226.73","2,199.43","2,230.99","2,198.31","80.36B","1.47%"
"Aug 03, 2014","2,194.42","2,190.04","2,226.84","2,180.60","83.76B","0.42%"
"Jul 27, 2014","2,185.30","2,135.25","2,218.79","2,135.25","97.75B","2.76%"
"Jul 20, 2014","2,126.61","2,057.77","2,127.22","2,049.18","66.25B","3.28%"
"Jul 13, 2014","2,059.07","2,047.74","2,075.49","2,044.90","58.79B","0.59%"
"Jul 06, 2014","2,046.96","2,058.13","2,064.43","2,033.00","50.86B","-0.60%"
"Jun 29, 2014","2,059.37","2,038.61","2,066.64","2,038.53","53.26B","1.12%"
"Jun 22, 2014","2,036.51","2,026.23","2,043.98","2,018.36","38.78B","0.49%"
"Jun 15, 2014","2,026.67","2,070.70","2,087.32","2,010.53","43.11B","-2.13%"
"Jun 08, 2014","2,070.71","2,024.94","2,073.60","2,023.20","39.77B","2.01%"
"Jun 01, 2014","2,029.96","2,039.20","2,049.58","2,012.91","27.80B","-0.45%"
"May 25, 2014","2,039.21","2,042.03","2,057.08","2,029.34","37.56B","0.23%"
"May 18, 2014","2,034.57","2,023.01","2,041.96","1,991.06","32.67B","0.40%"
"May 11, 2014","2,026.50","2,022.93","2,061.06","2,012.69","42.72B","0.76%"
"May 04, 2014","2,011.13","2,022.18","2,038.70","2,001.30","38.30B","-0.75%"
"Apr 27, 2014","2,026.36","2,033.34","2,035.99","1,997.64","24.05B","-0.50%"
"Apr 20, 2014","2,036.52","2,085.98","2,103.08","2,035.57","44.49B","-2.92%"
"Apr 13, 2014","2,097.75","2,127.41","2,134.43","2,081.18","47.70B","-1.54%"
"Apr 06, 2014","2,130.54","2,054.53","2,146.67","2,052.90","52.73B","3.48%"
"Mar 30, 2014","2,058.83","2,043.05","2,066.01","2,024.19","47.21B","0.84%"
"Mar 23, 2014","2,041.71","2,050.83","2,079.55","2,035.24","62.30B","-0.29%"
"Mar 16, 2014","2,047.62","2,009.88","2,052.47","1,986.07","53.30B","2.16%"
"Mar 09, 2014","2,004.34","2,042.35","2,042.63","1,974.38","49.85B","-2.60%"
"Mar 02, 2014","2,057.91","2,052.08","2,079.49","2,030.95","56.41B","0.08%"
"Feb 23, 2014","2,056.30","2,099.72","2,099.72","2,014.38","61.76B","-2.72%"
"Feb 16, 2014","2,113.69","2,124.88","2,177.98","2,098.33","70.91B","-0.10%"
"Feb 09, 2014","2,115.85","2,049.98","2,122.83","2,049.98","65.09B","3.49%"
"Feb 02, 2014","2,044.50","2,022.32","2,044.73","2,014.70","7.36B","0.56%"
"Jan 26, 2014","2,033.08","2,044.27","2,051.58","2,026.99","29.78B","-1.04%"
"Jan 19, 2014","2,054.39","2,001.89","2,060.99","1,984.82","39.22B","2.47%"
"Jan 12, 2014","2,004.95","2,014.98","2,034.71","2,000.40","34.44B","-0.41%"
"Jan 05, 2014","2,013.30","2,078.68","2,078.68","2,008.01","37.62B","-3.35%"
"Dec 29, 2013","2,083.14","2,108.88","2,120.27","2,075.90","30.75B","-0.86%"
"Dec 22, 2013","2,101.25","2,089.54","2,111.81","2,068.54","35.88B","0.79%"
"Dec 15, 2013","2,084.79","2,197.23","2,201.70","2,082.85","40.40B","-5.07%"
"Dec 08, 2013","2,196.07","2,241.79","2,250.50","2,183.84","48.30B","-1.83%"
"Dec 01, 2013","2,237.11","2,203.12","2,260.87","2,172.63","67.08B","0.75%"
"Nov 24, 2013","2,220.50","2,186.06","2,234.39","2,176.18","56.55B","1.10%"
"Nov 17, 2013","2,196.38","2,147.37","2,211.07","2,143.77","65.27B","2.83%"
"Nov 10, 2013","2,135.83","2,103.30","2,153.21","2,078.99","44.71B","1.41%"
"Nov 03, 2013","2,106.13","2,156.09","2,166.17","2,103.51","43.35B","-2.02%"
"Oct 27, 2013","2,149.56","2,135.88","2,163.66","2,093.20","54.83B","0.78%"
"Oct 20, 2013","2,132.96","2,198.11","2,230.28","2,122.68","64.91B","-2.77%"
"Oct 13, 2013","2,193.78","2,232.22","2,242.98","2,183.25","70.48B","-1.54%"
"Oct 06, 2013","2,228.15","2,171.90","2,228.87","2,161.49","56.43B","2.46%"
"Sep 29, 2013","2,174.66","2,167.73","2,176.30","2,165.16","9.28B","0.68%"
"Sep 22, 2013","2,160.03","2,199.36","2,223.07","2,149.59","69.96B","-1.45%"
"Sep 15, 2013","2,191.85","2,244.46","2,248.47","2,172.04","42.45B","-1.98%"
"Sep 08, 2013","2,236.22","2,151.35","2,270.27","2,151.35","108.27B","4.50%"
"Sep 01, 2013","2,139.99","2,104.09","2,143.24","2,078.46","69.99B","1.98%"
"Aug 25, 2013","2,098.38","2,061.42","2,114.39","2,056.13","71.10B","1.99%"
"Aug 18, 2013","2,057.46","2,055.13","2,098.98","2,029.36","49.56B","-0.53%"
"Aug 11, 2013","2,068.45","2,058.42","2,198.85","2,055.72","61.97B","0.79%"
"Aug 04, 2013","2,052.23","2,031.72","2,069.56","2,025.23","47.83B","1.12%"
"Jul 28, 2013","2,029.42","1,997.84","2,047.08","1,965.36","41.09B","0.92%"
"Jul 21, 2013","2,010.85","1,977.73","2,051.53","1,970.64","47.14B","0.91%"
"Jul 14, 2013","1,992.65","2,046.12","2,076.66","1,990.25","49.82B","-2.30%"
"Jul 07, 2013","2,039.49","1,983.21","2,092.87","1,946.37","51.96B","1.61%"
"Jun 30, 2013","2,007.20","1,965.99","2,022.14","1,957.57","44.97B","1.41%"
"Jun 23, 2013","1,979.21","2,068.86","2,068.86","1,849.65","55.51B","-4.53%"
"Jun 16, 2013","2,073.10","2,165.99","2,169.36","2,042.88","37.83B","-4.11%"
"Jun 09, 2013","2,162.04","2,190.10","2,190.10","2,126.22","17.22B","-2.21%"
"Jun 02, 2013","2,210.90","2,300.21","2,313.43","2,205.07","44.68B","-3.90%"
"May 26, 2013","2,300.59","2,286.66","2,334.33","2,281.47","58.53B","0.53%"
"May 19, 2013","2,288.53","2,286.33","2,314.18","2,270.25","61.71B","0.25%"
"May 12, 2013","2,282.87","2,247.68","2,288.09","2,205.87","47.76B","1.60%"
"May 05, 2013","2,246.83","2,212.49","2,255.21","2,212.49","45.80B","1.87%"
"Apr 28, 2013","2,205.50","2,170.78","2,222.81","2,161.14","15.69B","1.27%"
