"Date","Price","Open","High","Low","Vol.","Change %"
"May 03, 2015","4,122.32","4,122.32","4,122.32","4,122.32","-","1.85%"
"Apr 26, 2015","4,047.28","4,047.28","4,047.28","4,047.28","-","-3.46%"
"Apr 19, 2015","4,192.20","4,192.20","4,192.20","4,192.20","-","-4.14%"
"Apr 12, 2015","4,373.33","4,373.33","4,373.33","4,373.33","-","0.63%"
"Apr 05, 2015","4,345.89","4,345.89","4,345.89","4,345.89","-","-2.82%"
"Mar 29, 2015","4,472.13","4,472.13","4,472.13","4,472.13","-","-0.82%"
"Mar 22, 2015","4,509.30","4,509.30","4,509.30","4,509.30","-","0.92%"
"Mar 15, 2015","4,468.02","4,468.02","4,468.02","4,468.02","-","-1.95%"
"Mar 08, 2015","4,556.94","4,556.94","4,556.94","4,556.94","-","-2.31%"
"Mar 01, 2015","4,664.91","4,664.91","4,664.91","4,664.91","-","-2.06%"
"Feb 22, 2015","4,763.21","4,763.21","4,763.21","4,763.21","-","-0.52%"
"Feb 15, 2015","4,788.23","4,788.23","4,788.23","4,788.23","-","-1.10%"
"Feb 08, 2015","4,841.72","4,841.72","4,841.72","4,841.72","-","3.34%"
"Feb 01, 2015","4,685.03","4,685.03","4,685.03","4,685.03","-","-0.83%"
"Jan 25, 2015","4,724.04","4,724.04","4,724.04","4,724.04","-","-1.54%"
"Jan 18, 2015","4,797.95","4,797.95","4,797.95","4,797.95","-","-3.19%"
"Jan 11, 2015","4,956.09","4,956.09","4,956.09","4,956.09","-","-0.25%"
"Jan 04, 2015","4,968.71","4,968.71","4,968.71","4,968.71","-","0.55%"
"Dec 28, 2014","4,941.51","4,941.51","4,941.51","4,941.51","-","2.45%"
"Dec 21, 2014","4,823.57","4,823.57","4,823.57","4,823.57","-","-0.68%"
"Dec 14, 2014","4,856.41","4,856.41","4,856.41","4,856.41","-","-1.55%"
"Dec 07, 2014","4,933.03","4,933.03","4,933.03","4,933.03","-","-0.58%"
"Nov 30, 2014","4,961.84","4,961.84","4,961.84","4,961.84","-","3.97%"
"Nov 23, 2014","4,772.55","4,772.55","4,772.55","4,772.55","-","-2.59%"
"Nov 16, 2014","4,899.60","4,899.60","4,899.60","4,899.60","-","-1.70%"
"Nov 09, 2014","4,984.46","4,984.46","4,984.46","4,984.46","-","-0.81%"
"Nov 02, 2014","5,025.10","5,025.10","5,025.10","5,025.10","-","-2.86%"
"Oct 26, 2014","5,173.23","5,173.23","5,173.23","5,173.23","-","0.37%"
"Oct 19, 2014","5,154.10","5,154.10","5,154.10","5,154.10","-","-2.49%"
"Oct 12, 2014","5,285.83","5,285.83","5,285.83","5,285.83","-","0.92%"
"Sep 28, 2014","5,237.72","5,237.72","5,237.72","5,237.72","-","4.19%"
"Sep 21, 2014","5,026.92","5,026.92","5,026.92","5,026.92","-","3.30%"
"Sep 14, 2014","4,866.19","4,866.19","4,866.19","4,866.19","-","4.07%"
"Sep 07, 2014","4,675.91","4,675.91","4,675.91","4,675.91","-","0.72%"
"Aug 31, 2014","4,642.37","4,642.37","4,642.37","4,642.37","-","1.41%"
"Aug 24, 2014","4,577.99","4,577.99","4,577.99","4,577.99","-","0.68%"
"Aug 17, 2014","4,547.05","4,547.05","4,547.05","4,547.05","-","-0.16%"
"Aug 10, 2014","4,554.51","4,554.51","4,554.51","4,554.51","-","1.52%"
"Aug 03, 2014","4,486.19","4,486.19","4,486.19","4,486.19","-","1.33%"
"Jul 20, 2014","4,427.15","4,427.15","4,427.15","4,427.15","-","0.80%"
"Jul 13, 2014","4,392.15","4,392.15","4,392.15","4,392.15","-","0.67%"
"Jul 06, 2014","4,363.08","4,363.08","4,363.08","4,363.08","-","-1.65%"
"Jun 29, 2014","4,436.20","4,436.20","4,436.20","4,436.20","-","0.61%"
"Jun 22, 2014","4,409.42","4,409.42","4,409.42","4,409.42","-","1.87%"
"Jun 15, 2014","4,328.40","4,328.40","4,328.40","4,328.40","-","-1.82%"
"Jun 08, 2014","4,408.80","4,408.80","4,408.80","4,408.80","-","0.28%"
"Jun 01, 2014","4,396.54","4,396.54","4,396.54","4,396.54","-","-0.77%"
"May 25, 2014","4,430.47","4,430.47","4,430.47","4,430.47","-","1.06%"
"May 18, 2014","4,384.06","4,384.06","4,384.06","4,384.06","-","-0.74%"
"May 11, 2014","4,416.95","4,416.95","4,416.95","4,416.95","-","-3.03%"
"May 04, 2014","4,555.11","4,555.11","4,555.11","4,555.11","-","-0.26%"
"Apr 27, 2014","4,566.85","4,566.85","4,566.85","4,566.85","-","-2.88%"
"Apr 20, 2014","4,702.45","4,702.45","4,702.45","4,702.45","-","2.25%"
"Apr 13, 2014","4,598.91","4,598.91","4,598.91","4,598.91","-","0.13%"
"Apr 06, 2014","4,592.73","4,592.73","4,592.73","4,592.73","-","-0.62%"
"Mar 30, 2014","4,621.22","4,621.22","4,621.22","4,621.22","-","2.51%"
"Mar 23, 2014","4,508.05","4,508.05","4,508.05","4,508.05","-","-1.12%"
"Mar 16, 2014","4,558.93","4,558.93","4,558.93","4,558.93","-","-1.65%"
"Mar 09, 2014","4,635.33","4,635.33","4,635.33","4,635.33","-","-1.37%"
"Mar 02, 2014","4,699.62","4,699.62","4,699.62","4,699.62","-","-1.06%"
